id,nombreCliente,usuarioCliente,estado,totalcuenta,fechahora
18008,Valeria,valeria_1,creada,50.0,2024-10-31 18:06:00
18009,Carlos,carlito01,creada,60.0,2024-10-31 13:26:00
18010,Camilo,camip1234,creada,40.0,2024-10-31 11:13:00
18011,Andrea,andreamg,creada,40.0,2024-10-31 14:43:00
18012,Ana,anagarcia,creada,20.0,2024-10-31 23:54:00
18013,Valeria,valeria_1,creada,40.0,2024-10-31 21:21:00
18014,Andrea,andreamg,creada,50.0,2024-10-31 23:18:00
18015,Ana,anagarcia,creada,20.0,2024-10-31 19:19:00
18016,Daniel,dannyg123,creada,20.0,2024-11-01 03:58:00
18017,Daniel,dannyg123,creada,20.0,2024-10-31 20:24:00
18018,Camilo,camip1234,creada,40.0,2024-11-01 06:15:00
18019,Camila,cami_sm23,creada,25.0,2024-10-31 18:27:00
18020,Ana,anagarcia,creada,50.0,2024-11-01 06:13:00
18021,Camilo,camip1234,creada,40.0,2024-10-31 12:58:00
18022,Daniel,dannyg123,creada,20.0,2024-11-01 01:19:00
18023,Carlos,carlito01,creada,40.0,2024-10-31 23:44:00
18024,Valeria,valeria_1,creada,25.0,2024-10-31 22:28:00
18025,Camilo,camip1234,creada,50.0,2024-11-01 05:30:00
18026,Camila,cami_sm23,creada,20.0,2024-10-31 12:14:00
18027,Camila,cami_sm23,creada,20.0,2024-11-01 03:32:00
18028,Daniel,dannyg123,creada,50.0,2024-10-31 23:04:00
18029,Camila,cami_sm23,creada,20.0,2024-11-01 02:56:00
18030,Camila,cami_sm23,creada,20.0,2024-10-31 12:20:00
18031,Valeria,valeria_1,creada,20.0,2024-11-01 02:37:00
18032,Andrea,andreamg,creada,20.0,2024-11-01 08:13:00
18033,Andrea,andreamg,creada,50.0,2024-10-31 23:10:00
18034,Carlos,carlito01,creada,25.0,2024-11-01 08:09:00
18035,Camilo,camip1234,creada,25.0,2024-10-31 18:06:00
18036,Daniel,dannyg123,creada,50.0,2024-11-01 00:05:00
18037,Andrea,andreamg,creada,20.0,2024-10-31 11:32:00
18038,Carlos,carlito01,creada,25.0,2024-11-01 08:41:00
18039,Valeria,valeria_1,creada,20.0,2024-10-31 15:53:00
18040,Daniel,dannyg123,creada,25.0,2024-10-31 16:45:00
18041,Carlos,carlito01,creada,40.0,2024-10-31 14:07:00
18042,Andrea,andreamg,creada,20.0,2024-11-01 05:54:00
18043,Ana,anagarcia,creada,20.0,2024-10-31 23:28:00
18044,Camila,cami_sm23,creada,50.0,2024-10-31 19:28:00
18045,Valeria,valeria_1,creada,20.0,2024-10-31 11:50:00
18046,Carlos,carlito01,creada,40.0,2024-10-31 15:09:00
18047,Carlos,carlito01,creada,20.0,2024-10-31 20:55:00
18048,Carlos,carlito01,creada,20.0,2024-10-31 15:55:00
18049,Valeria,valeria_1,creada,25.0,2024-10-31 11:06:00
18050,Carlos,carlito01,creada,20.0,2024-10-31 23:27:00
18051,Andrea,andreamg,creada,25.0,2024-10-31 09:37:00
18052,Daniel,dannyg123,creada,40.0,2024-10-31 13:11:00
18053,Carlos,carlito01,creada,20.0,2024-11-01 03:33:00
18054,Daniel,dannyg123,creada,25.0,2024-10-31 10:29:00
18055,Valeria,valeria_1,creada,20.0,2024-10-31 10:47:00
18056,Andrea,andreamg,creada,20.0,2024-10-31 23:39:00
18057,Camila,cami_sm23,creada,20.0,2024-10-31 10:12:00
18058,Camilo,camip1234,creada,50.0,2024-10-31 16:59:00
18059,Valeria,valeria_1,creada,50.0,2024-11-01 04:08:00
18060,Daniel,dannyg123,creada,40.0,2024-11-01 07:43:00
18061,Ana,anagarcia,creada,50.0,2024-10-31 13:50:00
18062,Andrea,andreamg,creada,40.0,2024-11-01 03:29:00
18063,Camila,cami_sm23,creada,40.0,2024-11-01 09:00:00
18064,Valeria,valeria_1,creada,25.0,2024-10-31 21:08:00
18065,Andrea,andreamg,creada,50.0,2024-11-01 02:00:00
18066,Andrea,andreamg,creada,25.0,2024-10-31 17:07:00
18067,Ana,anagarcia,creada,20.0,2024-10-31 14:35:00
18068,Andrea,andreamg,creada,40.0,2024-10-31 17:22:00
18069,Daniel,dannyg123,creada,25.0,2024-11-01 01:56:00
18070,Camilo,camip1234,creada,25.0,2024-10-31 14:16:00
18071,Carlos,carlito01,creada,50.0,2024-10-31 09:56:00
18072,Valeria,valeria_1,creada,40.0,2024-10-31 23:27:00
18073,Camila,cami_sm23,creada,50.0,2024-10-31 22:15:00
18074,Daniel,dannyg123,creada,40.0,2024-10-31 17:19:00
18075,Andrea,andreamg,creada,60.0,2024-10-31 13:40:00
18076,Valeria,valeria_1,creada,20.0,2024-10-31 23:57:00
18077,Valeria,valeria_1,creada,60.0,2024-10-31 13:07:00
18078,Camila,cami_sm23,creada,20.0,2024-10-31 11:59:00
18079,Daniel,dannyg123,creada,20.0,2024-10-31 12:20:00
18080,Camila,cami_sm23,creada,50.0,2024-10-31 18:34:00
18081,Ana,anagarcia,creada,20.0,2024-10-31 22:32:00
18082,Andrea,andreamg,creada,60.0,2024-11-01 07:19:00
18083,Camilo,camip1234,creada,20.0,2024-10-31 10:34:00
18084,Andrea,andreamg,creada,40.0,2024-11-01 01:50:00
18085,Camilo,camip1234,creada,25.0,2024-10-31 19:51:00
18086,Camilo,camip1234,creada,50.0,2024-11-01 05:04:00
18087,Andrea,andreamg,creada,20.0,2024-10-31 21:13:00
18088,Carlos,carlito01,creada,20.0,2024-11-01 07:25:00
18089,Carlos,carlito01,creada,20.0,2024-10-31 19:37:00
18090,Valeria,valeria_1,creada,20.0,2024-10-31 16:49:00
18091,Camila,cami_sm23,creada,20.0,2024-10-31 13:32:00
18092,Daniel,dannyg123,creada,25.0,2024-11-01 06:09:00
18093,Ana,anagarcia,creada,25.0,2024-10-31 17:52:00
18094,Ana,anagarcia,creada,20.0,2024-11-01 00:29:00
18095,Ana,anagarcia,creada,20.0,2024-11-01 09:00:00
18096,Carlos,carlito01,creada,20.0,2024-11-01 04:03:00
18097,Camila,cami_sm23,creada,25.0,2024-10-31 18:34:00
18098,Valeria,valeria_1,creada,25.0,2024-11-01 03:26:00
18099,Camila,cami_sm23,creada,25.0,2024-11-01 08:26:00
18100,Valeria,valeria_1,creada,40.0,2024-11-01 00:16:00
18101,Andrea,andreamg,creada,20.0,2024-10-31 16:07:00
18102,Camila,cami_sm23,creada,20.0,2024-10-31 19:23:00
18103,Camilo,camip1234,creada,60.0,2024-11-01 00:38:00
18104,Camilo,camip1234,creada,60.0,2024-10-31 12:41:00
18105,Valeria,valeria_1,creada,20.0,2024-11-01 01:31:00
18106,Daniel,dannyg123,creada,20.0,2024-10-31 19:14:00
18107,Ana,anagarcia,creada,20.0,2024-10-31 14:01:00
18108,Camilo,camip1234,creada,20.0,2024-10-31 21:10:00
18109,Carlos,carlito01,creada,40.0,2024-11-01 00:33:00
18110,Ana,anagarcia,creada,40.0,2024-10-31 09:23:00
18111,Camilo,camip1234,creada,20.0,2024-10-31 17:50:00
18112,Daniel,dannyg123,creada,20.0,2024-10-31 17:37:00
18113,Carlos,carlito01,creada,20.0,2024-10-31 22:15:00
18114,Camila,cami_sm23,creada,25.0,2024-10-31 14:19:00
18115,Camilo,camip1234,creada,60.0,2024-10-31 18:06:00
18116,Andrea,andreamg,creada,25.0,2024-10-31 18:07:00
18117,Carlos,carlito01,creada,20.0,2024-10-31 17:12:00
18118,Ana,anagarcia,creada,25.0,2024-10-31 16:19:00
18119,Daniel,dannyg123,creada,20.0,2024-11-01 06:25:00
18120,Carlos,carlito01,creada,20.0,2024-10-31 21:10:00
18121,Andrea,andreamg,creada,20.0,2024-11-01 04:59:00
18122,Valeria,valeria_1,creada,20.0,2024-10-31 19:49:00
18123,Valeria,valeria_1,creada,20.0,2024-11-01 05:24:00
18124,Carlos,carlito01,creada,20.0,2024-11-01 03:19:00
18125,Daniel,dannyg123,creada,50.0,2024-10-31 13:12:00
18126,Daniel,dannyg123,creada,25.0,2024-10-31 16:12:00
18127,Valeria,valeria_1,creada,40.0,2024-11-01 08:45:00
18128,Daniel,dannyg123,creada,20.0,2024-11-01 05:01:00
18129,Andrea,andreamg,creada,50.0,2024-10-31 16:12:00
18130,Daniel,dannyg123,creada,20.0,2024-11-01 06:59:00
18131,Andrea,andreamg,creada,20.0,2024-10-31 20:29:00
18132,Valeria,valeria_1,creada,60.0,2024-11-01 05:21:00
18133,Carlos,carlito01,creada,25.0,2024-10-31 11:45:00
18134,Camila,cami_sm23,creada,20.0,2024-10-31 19:16:00
18135,Andrea,andreamg,creada,50.0,2024-10-31 11:14:00
18136,Valeria,valeria_1,creada,25.0,2024-11-01 01:35:00
18137,Daniel,dannyg123,creada,40.0,2024-10-31 15:57:00
18138,Daniel,dannyg123,creada,60.0,2024-10-31 23:14:00
18139,Camila,cami_sm23,creada,50.0,2024-11-01 06:02:00
18140,Camila,cami_sm23,creada,60.0,2024-10-31 09:55:00
18141,Ana,anagarcia,creada,40.0,2024-10-31 15:32:00
18142,Camila,cami_sm23,creada,20.0,2024-10-31 13:44:00
18143,Daniel,dannyg123,creada,60.0,2024-11-01 00:22:00
18144,Camilo,camip1234,creada,20.0,2024-11-01 03:56:00
18145,Carlos,carlito01,creada,50.0,2024-10-31 15:44:00
18146,Andrea,andreamg,creada,60.0,2024-11-01 09:00:00
18147,Ana,anagarcia,creada,25.0,2024-10-31 18:16:00
18148,Daniel,dannyg123,creada,50.0,2024-10-31 23:56:00
18149,Camila,cami_sm23,creada,60.0,2024-11-01 03:10:00
18150,Camilo,camip1234,creada,60.0,2024-11-01 06:25:00
18151,Carlos,carlito01,creada,20.0,2024-10-31 17:34:00
18152,Camilo,camip1234,creada,40.0,2024-11-01 07:50:00
18153,Camilo,camip1234,creada,60.0,2024-10-31 13:14:00
18154,Daniel,dannyg123,creada,20.0,2024-10-31 16:00:00
18155,Daniel,dannyg123,creada,20.0,2024-11-01 02:10:00
18156,Camila,cami_sm23,creada,60.0,2024-10-31 12:02:00
18157,Camila,cami_sm23,creada,40.0,2024-10-31 16:29:00
18158,Andrea,andreamg,creada,40.0,2024-10-31 17:33:00
18159,Valeria,valeria_1,creada,20.0,2024-11-01 02:51:00
18160,Camila,cami_sm23,creada,25.0,2024-10-31 18:47:00
18161,Daniel,dannyg123,creada,50.0,2024-10-31 19:05:00
18162,Andrea,andreamg,creada,20.0,2024-10-31 09:55:00
18163,Carlos,carlito01,creada,60.0,2024-10-31 18:42:00
18164,Camilo,camip1234,creada,20.0,2024-10-31 21:07:00
18165,Ana,anagarcia,creada,25.0,2024-10-31 18:31:00
18166,Valeria,valeria_1,creada,40.0,2024-10-31 20:42:00
18167,Valeria,valeria_1,creada,60.0,2024-10-31 17:00:00
18168,Valeria,valeria_1,creada,20.0,2024-10-31 10:32:00
18169,Carlos,carlito01,creada,20.0,2024-10-31 11:37:00
18170,Daniel,dannyg123,creada,40.0,2024-11-01 07:38:00
18171,Camila,cami_sm23,creada,20.0,2024-10-31 17:41:00
18172,Ana,anagarcia,creada,50.0,2024-11-01 05:23:00
18173,Valeria,valeria_1,creada,40.0,2024-10-31 10:17:00
18174,Camilo,camip1234,creada,40.0,2024-10-31 09:58:00
18175,Andrea,andreamg,creada,50.0,2024-11-01 00:11:00
18176,Carlos,carlito01,creada,25.0,2024-10-31 19:17:00
18177,Valeria,valeria_1,creada,20.0,2024-11-01 07:24:00
18178,Daniel,dannyg123,creada,40.0,2024-10-31 13:44:00
18179,Camilo,camip1234,creada,20.0,2024-10-31 21:15:00
18180,Camila,cami_sm23,creada,50.0,2024-10-31 16:23:00
18181,Camila,cami_sm23,creada,60.0,2024-10-31 21:20:00
18182,Daniel,dannyg123,creada,20.0,2024-10-31 11:58:00
18183,Ana,anagarcia,creada,50.0,2024-10-31 23:21:00
18184,Carlos,carlito01,creada,20.0,2024-10-31 23:59:00
18185,Carlos,carlito01,creada,60.0,2024-10-31 14:17:00
18186,Camila,cami_sm23,creada,40.0,2024-10-31 10:07:00
18187,Ana,anagarcia,creada,40.0,2024-10-31 15:19:00
18188,Valeria,valeria_1,creada,20.0,2024-11-01 07:55:00
18189,Camilo,camip1234,creada,20.0,2024-11-01 08:15:00
18190,Ana,anagarcia,creada,60.0,2024-10-31 10:05:00
18191,Andrea,andreamg,creada,50.0,2024-11-01 03:27:00
18192,Daniel,dannyg123,creada,50.0,2024-11-01 04:32:00
18193,Camila,cami_sm23,creada,20.0,2024-11-01 03:21:00
18194,Ana,anagarcia,creada,40.0,2024-10-31 14:42:00
18195,Valeria,valeria_1,creada,40.0,2024-11-01 08:25:00
18196,Carlos,carlito01,creada,50.0,2024-10-31 09:12:00
18197,Daniel,dannyg123,creada,20.0,2024-11-01 04:03:00
18198,Valeria,valeria_1,creada,40.0,2024-11-01 05:50:00
18199,Andrea,andreamg,creada,20.0,2024-11-01 02:52:00
18200,Andrea,andreamg,creada,60.0,2024-10-31 09:42:00
18201,Camila,cami_sm23,creada,20.0,2024-11-01 02:14:00
18202,Daniel,dannyg123,creada,20.0,2024-10-31 13:08:00
18203,Ana,anagarcia,creada,40.0,2024-10-31 20:23:00
18204,Daniel,dannyg123,creada,50.0,2024-10-31 16:46:00
18205,Daniel,dannyg123,creada,20.0,2024-11-01 03:40:00
18206,Carlos,carlito01,creada,20.0,2024-10-31 18:33:00
18207,Camila,cami_sm23,creada,50.0,2024-10-31 12:07:00
18208,Valeria,valeria_1,creada,60.0,2024-11-01 05:19:00
18209,Camila,cami_sm23,creada,25.0,2024-10-31 20:02:00
18210,Andrea,andreamg,creada,50.0,2024-10-31 22:39:00
18211,Daniel,dannyg123,creada,25.0,2024-10-31 19:33:00
18212,Ana,anagarcia,creada,60.0,2024-10-31 23:08:00
18213,Valeria,valeria_1,creada,50.0,2024-11-01 04:40:00
18214,Andrea,andreamg,creada,50.0,2024-11-01 07:19:00
18215,Daniel,dannyg123,creada,50.0,2024-11-01 05:00:00
18216,Camila,cami_sm23,creada,20.0,2024-11-01 01:26:00
18217,Daniel,dannyg123,creada,20.0,2024-10-31 10:59:00
18218,Camilo,camip1234,creada,50.0,2024-11-01 01:44:00
18219,Ana,anagarcia,creada,20.0,2024-10-31 20:59:00
18220,Valeria,valeria_1,creada,20.0,2024-10-31 22:17:00
18221,Ana,anagarcia,creada,20.0,2024-10-31 19:50:00
18222,Valeria,valeria_1,creada,25.0,2024-10-31 15:46:00
18223,Carlos,carlito01,creada,25.0,2024-10-31 19:49:00
18224,Daniel,dannyg123,creada,20.0,2024-10-31 17:54:00
18225,Valeria,valeria_1,creada,50.0,2024-10-31 11:47:00
18226,Carlos,carlito01,creada,40.0,2024-11-01 07:15:00
18227,Valeria,valeria_1,creada,50.0,2024-10-31 13:09:00
18228,Ana,anagarcia,creada,20.0,2024-10-31 13:19:00
18229,Carlos,carlito01,creada,20.0,2024-10-31 17:23:00
18230,Camila,cami_sm23,creada,20.0,2024-10-31 13:30:00
18231,Daniel,dannyg123,creada,20.0,2024-10-31 18:27:00
18232,Camilo,camip1234,creada,60.0,2024-10-31 11:02:00
18233,Valeria,valeria_1,creada,60.0,2024-11-01 03:17:00
18234,Camilo,camip1234,creada,60.0,2024-11-01 06:58:00
18235,Camilo,camip1234,creada,20.0,2024-11-01 08:42:00
18236,Ana,anagarcia,creada,20.0,2024-10-31 12:53:00
18237,Camila,cami_sm23,creada,20.0,2024-10-31 18:16:00
18238,Camila,cami_sm23,creada,50.0,2024-10-31 10:26:00
18239,Andrea,andreamg,creada,20.0,2024-10-31 23:54:00
18240,Carlos,carlito01,creada,60.0,2024-10-31 09:23:00
18241,Andrea,andreamg,creada,25.0,2024-10-31 12:29:00
18242,Camila,cami_sm23,creada,25.0,2024-11-01 07:11:00
18243,Carlos,carlito01,creada,60.0,2024-10-31 17:36:00
18244,Ana,anagarcia,creada,50.0,2024-10-31 13:20:00
18245,Ana,anagarcia,creada,20.0,2024-11-01 07:43:00
18246,Valeria,valeria_1,creada,60.0,2024-10-31 17:07:00
18247,Carlos,carlito01,creada,50.0,2024-11-01 01:33:00
18248,Carlos,carlito01,creada,20.0,2024-10-31 14:41:00
18249,Camila,cami_sm23,creada,20.0,2024-11-01 03:48:00
18250,Daniel,dannyg123,creada,50.0,2024-10-31 09:46:00
18251,Andrea,andreamg,creada,50.0,2024-10-31 12:05:00
18252,Daniel,dannyg123,creada,50.0,2024-10-31 20:01:00
18253,Ana,anagarcia,creada,25.0,2024-10-31 11:01:00
18254,Carlos,carlito01,creada,40.0,2024-11-01 00:05:00
18255,Valeria,valeria_1,creada,40.0,2024-10-31 22:21:00
18256,Camila,cami_sm23,creada,40.0,2024-10-31 20:46:00
18257,Carlos,carlito01,creada,40.0,2024-11-01 08:59:00
18258,Camilo,camip1234,creada,50.0,2024-10-31 17:48:00
18259,Camila,cami_sm23,creada,20.0,2024-10-31 18:18:00
18260,Camila,cami_sm23,creada,20.0,2024-10-31 22:56:00
18261,Ana,anagarcia,creada,60.0,2024-11-01 05:50:00
18262,Valeria,valeria_1,creada,60.0,2024-10-31 15:14:00
18263,Camila,cami_sm23,creada,40.0,2024-11-01 03:55:00
18264,Carlos,carlito01,creada,20.0,2024-10-31 18:59:00
18265,Valeria,valeria_1,creada,20.0,2024-10-31 15:36:00
18266,Camilo,camip1234,creada,50.0,2024-10-31 13:38:00
18267,Valeria,valeria_1,creada,20.0,2024-10-31 23:49:00
18268,Andrea,andreamg,creada,20.0,2024-11-01 02:47:00
18269,Daniel,dannyg123,creada,50.0,2024-11-01 00:35:00
18270,Valeria,valeria_1,creada,20.0,2024-10-31 16:29:00
18271,Valeria,valeria_1,creada,20.0,2024-10-31 15:30:00
18272,Valeria,valeria_1,creada,50.0,2024-10-31 15:25:00
18273,Camila,cami_sm23,creada,40.0,2024-10-31 14:46:00
18274,Daniel,dannyg123,creada,20.0,2024-10-31 19:34:00
18275,Ana,anagarcia,creada,20.0,2024-10-31 09:31:00
18276,Carlos,carlito01,creada,20.0,2024-10-31 20:15:00
18277,Camila,cami_sm23,creada,50.0,2024-11-01 05:12:00
18278,Ana,anagarcia,creada,60.0,2024-10-31 20:26:00
18279,Valeria,valeria_1,creada,25.0,2024-11-01 03:42:00
18280,Carlos,carlito01,creada,50.0,2024-10-31 22:46:00
18281,Carlos,carlito01,creada,50.0,2024-10-31 22:33:00
18282,Daniel,dannyg123,creada,50.0,2024-10-31 22:35:00
18283,Camila,cami_sm23,creada,50.0,2024-11-01 08:39:00
18284,Valeria,valeria_1,creada,60.0,2024-10-31 22:07:00
18285,Camila,cami_sm23,creada,50.0,2024-10-31 12:52:00
18286,Andrea,andreamg,creada,40.0,2024-10-31 10:53:00
18287,Andrea,andreamg,creada,50.0,2024-10-31 19:29:00
18288,Camilo,camip1234,creada,25.0,2024-10-31 16:43:00
18289,Ana,anagarcia,creada,25.0,2024-10-31 17:29:00
18290,Ana,anagarcia,creada,20.0,2024-11-01 02:15:00
18291,Carlos,carlito01,creada,40.0,2024-10-31 11:23:00
18292,Camila,cami_sm23,creada,25.0,2024-11-01 05:27:00
18293,Camila,cami_sm23,creada,25.0,2024-11-01 01:55:00
18294,Andrea,andreamg,creada,25.0,2024-10-31 20:04:00
18295,Ana,anagarcia,creada,20.0,2024-10-31 14:04:00
18296,Daniel,dannyg123,creada,25.0,2024-11-01 00:19:00
18297,Daniel,dannyg123,creada,20.0,2024-10-31 18:38:00
18298,Camilo,camip1234,creada,40.0,2024-10-31 15:40:00
18299,Carlos,carlito01,creada,25.0,2024-10-31 19:02:00
18300,Ana,anagarcia,creada,50.0,2024-10-31 09:32:00
18301,Andrea,andreamg,creada,25.0,2024-10-31 14:51:00
18302,Andrea,andreamg,creada,60.0,2024-10-31 20:20:00
18303,Daniel,dannyg123,creada,25.0,2024-11-01 00:49:00
18304,Camila,cami_sm23,creada,50.0,2024-10-31 22:33:00
18305,Camilo,camip1234,creada,20.0,2024-10-31 16:09:00
18306,Valeria,valeria_1,creada,20.0,2024-11-01 01:57:00
18307,Daniel,dannyg123,creada,50.0,2024-10-31 22:59:00
18308,Ana,anagarcia,creada,20.0,2024-11-01 07:58:00
18309,Andrea,andreamg,creada,20.0,2024-10-31 12:31:00
18310,Ana,anagarcia,creada,50.0,2024-10-31 09:21:00
18311,Daniel,dannyg123,creada,20.0,2024-10-31 17:53:00
18312,Valeria,valeria_1,creada,20.0,2024-10-31 16:26:00
18313,Camilo,camip1234,creada,25.0,2024-10-31 09:08:00
18314,Daniel,dannyg123,creada,20.0,2024-11-01 02:43:00
18315,Ana,anagarcia,creada,20.0,2024-11-01 06:24:00
18316,Ana,anagarcia,creada,20.0,2024-10-31 17:47:00
18317,Camilo,camip1234,creada,20.0,2024-10-31 15:46:00
18318,Ana,anagarcia,creada,20.0,2024-10-31 15:24:00
18319,Andrea,andreamg,creada,20.0,2024-11-01 05:43:00
18320,Carlos,carlito01,creada,60.0,2024-10-31 23:58:00
18321,Camila,cami_sm23,creada,20.0,2024-10-31 16:57:00
18322,Camilo,camip1234,creada,50.0,2024-10-31 23:51:00
18323,Carlos,carlito01,creada,40.0,2024-11-01 05:34:00
18324,Andrea,andreamg,creada,20.0,2024-10-31 09:03:00
18325,Ana,anagarcia,creada,25.0,2024-11-01 08:29:00
18326,Andrea,andreamg,creada,50.0,2024-11-01 02:06:00
18327,Camila,cami_sm23,creada,50.0,2024-10-31 16:45:00
18328,Valeria,valeria_1,creada,50.0,2024-10-31 22:18:00
18329,Carlos,carlito01,creada,20.0,2024-10-31 13:14:00
18330,Camilo,camip1234,creada,25.0,2024-10-31 16:10:00
18331,Ana,anagarcia,creada,20.0,2024-11-01 00:17:00
18332,Carlos,carlito01,creada,20.0,2024-10-31 16:54:00
18333,Andrea,andreamg,creada,40.0,2024-11-01 06:34:00
18334,Camilo,camip1234,creada,20.0,2024-11-01 08:38:00
18335,Andrea,andreamg,creada,40.0,2024-11-01 05:01:00
18336,Camila,cami_sm23,creada,20.0,2024-11-01 03:18:00
18337,Camilo,camip1234,creada,20.0,2024-11-01 00:13:00
18338,Daniel,dannyg123,creada,40.0,2024-11-01 00:19:00
18339,Camilo,camip1234,creada,20.0,2024-10-31 14:51:00
18340,Carlos,carlito01,creada,50.0,2024-11-01 02:09:00
18341,Andrea,andreamg,creada,25.0,2024-10-31 14:32:00
18342,Valeria,valeria_1,creada,25.0,2024-10-31 10:46:00
18343,Ana,anagarcia,creada,20.0,2024-10-31 15:34:00
18344,Valeria,valeria_1,creada,20.0,2024-10-31 20:05:00
18345,Andrea,andreamg,creada,20.0,2024-10-31 21:15:00
18346,Camila,cami_sm23,creada,50.0,2024-10-31 12:38:00
18347,Camilo,camip1234,creada,25.0,2024-10-31 19:32:00
18348,Valeria,valeria_1,creada,60.0,2024-10-31 11:56:00
18349,Andrea,andreamg,creada,60.0,2024-10-31 14:35:00
18350,Carlos,carlito01,creada,20.0,2024-10-31 19:48:00
18351,Andrea,andreamg,creada,50.0,2024-10-31 17:29:00
18352,Carlos,carlito01,creada,20.0,2024-11-01 06:45:00
18353,Valeria,valeria_1,creada,20.0,2024-10-31 15:22:00
18354,Carlos,carlito01,creada,60.0,2024-11-01 08:42:00
18355,Carlos,carlito01,creada,25.0,2024-11-01 07:20:00
18356,Carlos,carlito01,creada,60.0,2024-10-31 15:50:00
18357,Andrea,andreamg,creada,40.0,2024-10-31 16:40:00
18358,Valeria,valeria_1,creada,60.0,2024-11-01 01:38:00
18359,Carlos,carlito01,creada,20.0,2024-11-01 03:24:00
18360,Carlos,carlito01,creada,20.0,2024-10-31 20:06:00
18361,Daniel,dannyg123,creada,40.0,2024-10-31 17:10:00
18362,Valeria,valeria_1,creada,20.0,2024-10-31 19:26:00
18363,Daniel,dannyg123,creada,50.0,2024-10-31 22:04:00
18364,Ana,anagarcia,creada,50.0,2024-11-01 06:31:00
18365,Daniel,dannyg123,creada,40.0,2024-10-31 20:18:00
18366,Camilo,camip1234,creada,25.0,2024-11-01 06:22:00
18367,Daniel,dannyg123,creada,60.0,2024-10-31 12:50:00
18368,Andrea,andreamg,creada,40.0,2024-10-31 10:34:00
18369,Daniel,dannyg123,creada,20.0,2024-10-31 22:29:00
18370,Camila,cami_sm23,creada,20.0,2024-10-31 13:17:00
18371,Camilo,camip1234,creada,40.0,2024-10-31 15:43:00
18372,Andrea,andreamg,creada,20.0,2024-10-31 17:04:00
18373,Camilo,camip1234,creada,50.0,2024-10-31 22:36:00
18374,Ana,anagarcia,creada,20.0,2024-10-31 12:27:00
18375,Valeria,valeria_1,creada,20.0,2024-11-01 02:57:00
18376,Valeria,valeria_1,creada,20.0,2024-10-31 23:39:00
18377,Camila,cami_sm23,creada,40.0,2024-11-01 02:34:00
18378,Daniel,dannyg123,creada,20.0,2024-11-01 07:28:00
18379,Camila,cami_sm23,creada,60.0,2024-11-01 08:20:00
18380,Camila,cami_sm23,creada,25.0,2024-10-31 21:23:00
18381,Camilo,camip1234,creada,20.0,2024-10-31 12:39:00
18382,Carlos,carlito01,creada,20.0,2024-11-01 06:53:00
18383,Ana,anagarcia,creada,40.0,2024-10-31 10:40:00
18384,Ana,anagarcia,creada,20.0,2024-11-01 05:57:00
18385,Camila,cami_sm23,creada,50.0,2024-10-31 19:19:00
18386,Camilo,camip1234,creada,40.0,2024-11-01 05:21:00
18387,Ana,anagarcia,creada,20.0,2024-11-01 05:40:00
18388,Ana,anagarcia,creada,60.0,2024-10-31 12:21:00
18389,Andrea,andreamg,creada,40.0,2024-11-01 05:51:00
18390,Camilo,camip1234,creada,20.0,2024-10-31 13:35:00
18391,Ana,anagarcia,creada,20.0,2024-11-01 03:12:00
18392,Carlos,carlito01,creada,25.0,2024-10-31 11:09:00
18393,Daniel,dannyg123,creada,50.0,2024-10-31 11:01:00
18394,Carlos,carlito01,creada,20.0,2024-11-01 02:40:00
18395,Carlos,carlito01,creada,50.0,2024-11-01 05:32:00
18396,Camila,cami_sm23,creada,50.0,2024-10-31 19:53:00
18397,Daniel,dannyg123,creada,20.0,2024-10-31 19:58:00
18398,Camilo,camip1234,creada,40.0,2024-10-31 10:40:00
18399,Carlos,carlito01,creada,20.0,2024-10-31 12:15:00
18400,Carlos,carlito01,creada,60.0,2024-10-31 23:08:00
18401,Camilo,camip1234,creada,20.0,2024-10-31 20:06:00
18402,Daniel,dannyg123,creada,20.0,2024-10-31 10:03:00
18403,Ana,anagarcia,creada,20.0,2024-11-01 07:01:00
18404,Carlos,carlito01,creada,25.0,2024-10-31 15:24:00
18405,Camila,cami_sm23,creada,40.0,2024-11-01 04:49:00
18406,Ana,anagarcia,creada,25.0,2024-10-31 17:46:00
18407,Carlos,carlito01,creada,25.0,2024-11-01 01:06:00
18408,Camila,cami_sm23,creada,20.0,2024-11-01 03:49:00
18409,Carlos,carlito01,creada,20.0,2024-10-31 13:19:00
18410,Valeria,valeria_1,creada,20.0,2024-10-31 14:55:00
18411,Carlos,carlito01,creada,25.0,2024-10-31 15:47:00
18412,Camilo,camip1234,creada,25.0,2024-11-01 03:23:00
18413,Andrea,andreamg,creada,50.0,2024-10-31 13:00:00
18414,Daniel,dannyg123,creada,50.0,2024-11-01 08:52:00
18415,Daniel,dannyg123,creada,50.0,2024-10-31 09:53:00
18416,Camila,cami_sm23,creada,50.0,2024-11-01 04:46:00
18417,Carlos,carlito01,creada,20.0,2024-10-31 18:54:00
18418,Valeria,valeria_1,creada,60.0,2024-11-01 06:29:00
18419,Ana,anagarcia,creada,40.0,2024-10-31 12:54:00
18420,Andrea,andreamg,creada,20.0,2024-10-31 14:12:00
18421,Camilo,camip1234,creada,20.0,2024-11-01 08:33:00
18422,Ana,anagarcia,creada,20.0,2024-11-01 04:09:00
18423,Camila,cami_sm23,creada,50.0,2024-10-31 13:28:00
18424,Carlos,carlito01,creada,20.0,2024-10-31 09:55:00
